,GSM1354764,GSM1354765,GSM1354766,GSM1354767,GSM1354768,GSM1354769,GSM1354770,GSM1354771,GSM1354772,GSM1354773
PIFO,6.5987854,7.697129,7.652026,7.2936764,7.316049,7.348535,7.2430634,7.361468,7.678631,7.1743255
PIGA,6.3805094,6.2848015,6.291924,6.147649,6.7068243,5.840137,5.4202027,6.0733676,5.9870663,5.6334724
PIGCP1,3.9218805,4.404252,4.797012,4.393829,2.4581137,5.6190996,4.1035657,5.54725,5.7676697,5.254561
PIGCP2,5.166482,6.237552,6.8562994,6.7102013,6.145542,6.927588,6.5038023,7.2141557,7.250986,7.0936375
PIGG,4.2023916,5.2224026,5.559272,5.1048427,4.33442,5.562084,3.816799,5.528194,5.8362455,4.325661
PIGH,4.955776,5.197363,5.2948003,4.95401,4.67185,5.6912775,5.167154,5.8594866,5.517257,5.4866242
PIGL,5.278369,6.227657,5.73947,5.253351,5.2583914,5.5295835,4.6262918,5.4317136,6.1990986,5.1510205
PIGM,4.83391,6.109472,6.259309,5.7454653,5.6184297,6.61672,5.9903193,6.5863423,6.478884,6.4297323
PIGN,7.3808284,7.949122,7.649634,8.445568,7.8842015,6.960212,6.6043744,7.862471,7.269477,6.941003
PIGO,7.5878444,8.125916,8.160528,8.648535,8.37878,8.014688,8.121913,8.285074,8.12053,8.059702
PIGP,8.144863,8.859275,8.909353,8.839087,8.620072,8.21587,8.375638,8.44812,8.150828,8.020301
PIGPP2,9.274528,9.186579,9.05305,9.134886,9.195361,9.170788,8.630234,8.954509,9.572421,9.433407
PIGQ,7.090773,7.6872673,7.537801,7.6078305,7.5788355,8.559407,8.71917,8.672401,8.566697,8.64749
PIGS,6.4163365,5.9875174,5.5959544,5.4929,5.2716694,6.547714,6.5283103,6.9350433,6.8127623,6.7778807
PIGT,9.373357,9.9218855,8.605102,9.8126545,9.605196,7.7727847,6.5400386,7.5084763,7.591589,7.543983
PIGU,5.1812243,2.9313414,4.4345164,4.378506,2.6147246,6.0444956,5.168325,6.254464,6.312189,6.2142663
PIK3AP1,3.7535903,4.324359,4.27027,2.431473,5.1441746,5.870411,4.95141,5.275427,6.735118,6.479597
PIK3C2A,9.225819,8.776712,9.097713,8.940291,8.700166,10.543899,10.648185,10.577113,10.459122,10.523108
PIK3C2B,6.2236967,6.114888,5.6569633,6.172755,6.2494135,5.578563,5.893658,5.4902954,5.462365,5.8828845
PIK3C2G,7.149882,7.279191,7.3029294,7.2837224,7.691962,6.7069564,7.0650034,6.9432507,6.6981874,6.125743
PIK3CA,5.757454,5.579726,5.8967066,4.7160316,5.9591465,6.5970764,5.9256554,6.0419354,6.7890253,6.785572
PIK3CD-AS2,6.402814,6.6433115,6.4610004,6.617202,6.9272933,7.107543,6.9668455,6.9380903,7.429977,7.358618
PIK3IP1,9.231119,4.822556,5.2431984,6.7649994,4.4429936,4.0807405,6.3736215,3.8531568,5.2228384,5.5650997
PIK3R4,5.804139,4.893693,5.6663084,5.2289443,6.2619214,7.075931,6.3196716,6.972948,7.5869503,7.426188
PIK3R5,7.3015895,7.5424376,7.8831673,7.855558,7.6239247,6.9326477,7.6105556,6.8512855,6.673686,6.671816
PIKFYVE,5.576752,6.1339207,5.8188186,4.91387,5.5944624,5.0997005,4.503403,4.905736,5.379351,5.2622194
PILRA,7.3803773,7.431325,7.215768,7.62025,7.395767,6.9268036,7.7221403,7.3300223,6.9119396,7.2134395
PILRB,5.290816,5.644651,5.389635,5.5816402,5.9557214,3.6769404,5.8910513,4.590194,4.256361,4.4401307
PIM1,2.4392588,2.9313414,3.012752,2.5514185,2.7308357,4.772607,3.4235444,3.7445076,5.3574195,4.9991627
PIM2,4.5687723,4.4706855,4.770935,4.8467245,4.6629124,5.0987024,4.1646566,5.5198016,5.9947543,4.9624376
PIM3,8.160765,7.718342,7.278799,7.7344375,7.4242334,8.596647,8.480478,8.516367,8.613239,8.604765
PIMREG,2.52667,4.972157,3.777715,5.9113517,4.1569023,6.8916044,5.833237,6.5400386,6.9450707,6.9758368
PIN1,7.8609405,7.3682756,7.79281,7.3576956,7.166952,8.558372,8.508525,8.666426,8.520385,8.537446
PIN4,6.846428,6.812939,6.8281965,6.5828567,6.5384626,6.3809447,6.446785,6.390899,6.397823,6.405571
PIP,5.3456354,5.26168,5.832659,5.588719,5.860461,5.2730246,4.4596434,6.5604806,6.28584,5.7302465
PIP4K2A,5.5444922,5.8278947,5.2604227,5.643753,5.3535013,6.9147468,6.2282023,6.569558,6.9533086,6.912084
PIP4K2C,6.5982847,6.3975186,6.813427,6.698635,6.89236,6.286091,6.1330976,6.3723016,5.6561193,6.0125203
PIP4P1,8.954509,9.025718,8.87559,9.209256,9.200819,8.733365,9.048784,8.912572,8.769931,8.777124
PIP5K1A,7.2658362,7.849572,7.017989,7.162963,7.189115,7.730247,7.029396,7.705019,7.903852,7.7653084
PIP5K1C,10.314967,10.5738125,10.511878,10.932151,10.475983,10.104275,10.071332,10.2149105,9.856979,10.4022665
PIP5KL1,9.3566065,9.699657,9.906379,10.004998,9.75119,9.696143,9.915257,9.894252,9.516076,9.494317
PITHD1,2.7484012,2.9313414,3.268723,3.5223408,6.2107954,6.3830276,6.6945963,6.1679015,6.5964227,6.6280746
PITPNC1,8.854136,8.860326,8.966799,9.002455,8.736226,8.445932,8.489909,8.464224,8.512376,8.511874
PITPNM1,7.1893287,7.493343,6.8207664,7.075792,7.0660796,8.159741,7.6473575,8.373224,7.6817102,8.588443
PITPNM3,4.2120953,4.3209305,5.0524073,4.450163,5.592513,6.661689,7.145892,6.5502243,7.2924767,7.1922607
PITX2,7.0741286,7.2487774,7.411838,7.0601106,7.759201,6.778662,6.8423758,6.7556767,6.5606313,7.1649227
PIWIL3,7.783983,7.7684774,7.95686,7.76575,8.067995,8.651308,8.338362,8.663982,8.5041485,8.468973
PJA2,5.5866857,4.4900923,5.0282593,5.8236594,3.937105,5.9915657,4.6541367,5.7241364,6.1717787,5.5092225
PKD1,2.4013538,2.9313414,2.8261237,2.6724014,2.601419,7.602819,7.3794765,7.4976826,7.794998,7.7777147
PKD1L3,15.286569,4.64783,4.6352706,4.4285707,4.470076,5.1232233,4.4989033,5.0574384,5.5336323,5.5433517
PKDCC,9.38378,9.629481,9.535868,9.805761,9.667958,9.346798,9.225448,9.558507,9.071752,9.683939
PKHD1,4.556297,4.4695425,4.4053493,5.1254954,3.8212147,6.3369045,4.6723685,6.0875025,7.3605037,6.8529325
PKHD1L1,7.535743,7.642577,7.522293,7.3089366,7.191828,6.7830653,6.6106195,6.8320985,6.3704534,6.611834
PKIA,7.032366,6.7293234,6.6129494,6.658985,6.6223335,6.0918083,5.9510465,6.1053123,6.198496,6.090438
PKIA-AS1,2.4775398,6.0357394,5.2015843,3.4681447,2.5580971,5.0574384,3.9215717,5.01906,3.7118554,4.667269
PKIG,7.4650564,7.816037,7.5734253,6.9432507,7.9638467,6.8458724,6.7478275,6.9840145,6.7931833,6.9879217
PKLR,9.53963,4.777382,5.305624,5.1298213,5.5473833,4.989688,7.987269,4.515433,2.6548514,5.6957397
PKM,9.773588,8.766835,10.795929,9.043792,8.183098,8.601695,8.608988,8.814651,8.352736,8.313464
PKMP1,5.8669405,6.0526986,6.0139256,5.218065,6.1085167,5.10143,5.148576,3.4113922,4.6019287,4.5667796
PKMP2,5.048543,5.3462906,4.278937,5.4132767,4.774025,7.5933805,7.0348477,7.318432,7.622224,7.685265
PKN1,2.5168574,4.39902,5.10152,4.8145323,5.2319713,6.631902,6.9342327,6.554073,7.1209984,7.179409
PKN3,4.677276,5.333218,3.679146,5.305172,4.534419,5.8103023,3.125073,4.5230236,5.820655,5.530194
PKNOX1,5.6128373,6.005771,5.7942514,5.384603,5.8763714,5.512395,5.9563737,5.5000644,5.7084346,5.484496
PLA1A,5.5134225,4.870407,5.5963597,5.199479,5.1604834,6.07241,5.3164835,6.2696657,6.4230485,6.1146455
PLA2G10,8.723565,9.059661,9.025399,9.105638,8.979537,9.251033,9.274528,9.393482,9.568932,9.396541
PLA2G12AP1,3.706236,2.9313414,3.215841,4.499236,5.0721946,4.868575,4.4461493,4.436603,4.63674,5.04338
PLA2G15,4.152201,4.26474,4.6636076,5.042818,4.212885,4.7974386,4.610958,4.8144603,5.1876774,4.571591
PLA2G2A,9.251976,9.281707,9.510177,9.872577,9.684851,9.181594,9.39887,9.355429,9.923624,9.595452
PLA2G3,5.162492,4.5906734,4.9973435,4.6890345,5.0852532,5.8816185,5.599966,5.604258,6.1811757,6.152509
PLA2G4F,6.7131934,6.9203734,6.4101167,6.789225,6.738895,6.1398673,6.2422185,6.4444675,6.0278616,6.2102513
PLA2G5,7.9293804,7.8925886,7.837803,7.813591,7.5766706,6.9684258,6.6872,7.105954,6.7724504,6.57378
PLA2G6,6.433351,6.8983073,6.673686,5.9093947,7.3471627,6.826333,6.857028,6.9250574,6.795182,6.544118
PLA2G7,5.135865,5.128837,5.332617,4.6847115,5.1867285,5.521544,6.164543,5.411262,4.6006513,5.156126
PLA2R1,5.178657,5.2214313,5.133273,5.188515,5.5602975,4.8595843,4.9800954,5.6819663,5.267698,4.8132854
PLAAT2,5.5038624,5.290096,5.565935,5.7958007,5.650211,5.2465286,5.10152,5.5687895,4.7555785,5.300443
PLAAT3,10.075712,10.105054,10.490599,10.664718,10.758806,9.961081,9.9502125,10.194403,10.467351,10.290286
PLAC8,7.8482122,7.998031,7.7594566,8.445177,7.987435,7.6124263,7.5146847,7.830718,7.8606367,7.889618
PLAG1,6.7690654,6.421835,6.7878537,6.8656054,6.387745,5.959369,5.9354696,6.247689,5.8103023,5.423766
PLAGL1,12.860336,12.433092,12.365767,12.007942,12.104531,5.288589,3.9967232,4.6184554,5.784788,5.8219323
PLAGL2,5.1299577,4.827717,4.9551153,5.343851,4.756856,5.0120144,3.9244149,4.59212,5.315809,5.392759
PLAUR,8.25515,8.379805,8.535437,8.866286,8.103159,9.04942,9.088399,9.296185,8.99564,8.948067
PLB1,11.976477,12.316168,11.829577,11.61285,12.199357,10.561849,10.666182,10.656371,11.041897,10.572923
PLBD2,7.735762,7.8782687,7.305352,7.602299,7.7144494,4.0965242,5.479348,4.146502,3.0455961,4.023883
PLCB1,8.284528,8.320194,8.397406,8.959312,8.360343,7.8802447,8.145655,8.062286,7.614747,7.5690455
PLCB3,7.5975604,7.365453,7.814264,7.7683816,7.961373,7.6283045,7.7437735,7.7405133,7.7754903,7.7169533
PLCB4,7.7851815,7.9930596,7.8013425,7.6833596,7.8907523,7.4455895,7.4463177,7.469242,7.434544,7.2986603
PLCD1,10.610322,10.946827,10.173454,10.842571,11.978953,10.624754,10.139004,10.201295,10.179092,10.245973
PLCD3,7.8829446,7.333993,8.01411,7.040388,7.76305,7.188064,7.070569,6.312512,6.8157277,6.984355
PLCG2,6.418592,6.45829,6.23224,6.0255804,6.519566,6.239935,5.933897,5.835506,6.621664,6.456512
PLCH1,6.0735073,6.9015894,5.7994866,5.9535475,6.6518154,7.0928698,5.745245,6.8062267,5.699248,7.619006
PLCH2,5.645666,6.3392425,6.0305457,6.310575,5.6995163,6.1020017,6.5492725,5.9090753,6.289484,6.3075757
PLCL1,6.364139,6.6462374,6.580212,6.5231237,6.3500853,6.1356254,5.627922,6.381996,6.0080104,5.5527053
PLCL2,9.163437,9.614072,9.3356,8.718223,9.806983,9.206966,9.183184,9.210592,9.38314,9.187499
PLCL2-AS1,5.7092853,5.350878,5.692587,5.579647,6.2605295,5.582438,5.505397,5.9119887,5.9535475,5.520216
PLCXD2,7.758318,7.982724,8.230161,8.213087,8.191026,7.4845066,7.2774577,7.722625,7.5128293,7.3105326
PLCXD3,6.3858795,6.056807,5.9943657,5.568196,5.6474166,8.35487,8.144033,8.273747,8.548176,8.857861
PLD1,7.852846,8.122391,8.206271,7.951728,8.040899,7.63038,7.4908915,7.790874,7.4369383,7.687803
PLEC,9.236113,9.013821,9.152948,9.182198,9.07452,8.873572,9.007185,8.82447,9.263703,9.1286745
PLEK2,5.941338,4.7569366,5.249309,5.3417006,5.056668,5.209647,4.560782,5.2195272,4.4635315,5.8593764
PLEKHA1,6.8628106,7.066357,7.052637,9.054294,7.0264826,6.5259886,5.879526,6.6585097,6.5409846,6.2970033
PLEKHA3,7.254514,7.564145,7.6196055,8.017863,7.3238635,7.049215,7.156808,7.8753023,6.9326477,6.84566
PLEKHA4,11.529561,11.579322,11.830993,11.7810545,12.24781,10.984581,11.075162,11.16081,10.925925,10.675
PLEKHA5,6.13131,5.82809,5.2753596,5.6856737,4.7136173,5.4730315,4.2484717,5.6623755,5.0876603,5.154252
PLEKHA7,5.2562466,5.057704,5.545205,6.310846,5.7306666,6.113693,4.408015,5.550282,5.9329195,5.883399
PLEKHB1,8.457003,8.659923,8.89412,8.996147,8.570927,7.9451127,8.115893,8.835861,7.9341245,7.9054184
PLEKHF1,6.720063,7.5304065,7.0574226,6.991279,6.8386126,8.057556,7.671725,7.8270626,7.8224664,7.8979125
PLEKHF2,4.586312,4.1399145,4.9056764,3.8350172,2.7873306,4.9361877,3.3585644,4.312471,5.16758,5.0429645
PLEKHG4,8.718223,8.878736,8.525958,8.79369,9.230392,7.968375,8.404963,7.919746,7.563573,7.846684
PLEKHG5,6.3291225,6.2333884,6.525726,8.320194,6.6457357,8.847774,8.133514,11.308708,8.230161,8.363147
PLEKHG6,5.222941,5.8094015,6.082347,6.24543,7.2248273,5.4147544,6.3573956,6.3596587,6.173587,7.011252
PLEKHH2,5.80284,6.0286236,5.920141,5.7150207,5.797362,6.056069,5.6532507,6.12294,5.5006056,5.4232335
PLEKHJ1,4.7113595,5.227478,4.9021325,4.6128407,5.491516,4.02402,7.010437,5.201433,4.6045833,4.7403355
PLEKHN1,4.8636546,6.2823224,6.161946,6.442073,5.316387,7.1655254,7.114797,7.3543415,7.6739964,7.6243267
PLEKHO1,4.724151,4.764506,5.0355244,5.9249024,5.4354935,4.7737117,3.975533,5.3113217,4.752802,4.5430737
PLET1,4.8372993,5.2682896,4.2069774,5.1968336,4.9327617,4.6112595,5.485515,4.407278,5.2247005,4.92021
PLGRKT,5.888487,5.0438375,5.498829,5.6291766,2.642988,6.0188303,4.847621,5.807588,5.914756,5.8627834
PLIN2,5.9978247,5.4045715,6.232694,5.491516,5.907159,5.9266205,5.760718,6.0381513,4.2854686,4.9047136
PLIN3,6.967204,6.16745,6.5523524,6.5688896,6.3846498,6.7839594,7.2492647,6.916027,6.2794228,6.712532
PLK2,8.2033415,5.4712753,6.1517854,5.736933,6.153646,6.266312,5.2406077,6.075143,3.0454836,4.6679597
PLK3,6.971699,6.683224,6.9246063,7.1117125,6.4833302,7.5586653,6.8201547,7.755286,7.2590556,7.2248273
PLK4,5.3121424,5.473138,5.9227557,5.971224,5.7825665,5.8830776,5.187213,5.854011,5.736933,5.15462
PLK5,6.8390455,7.4116807,7.0307016,6.855907,7.167447,5.9998827,5.5852733,5.86919,5.7670946,6.1073737
PLLP,7.5750847,7.573828,8.425087,7.76187,7.8788505,8.208755,8.034995,8.452971,8.14262,8.170592
PLOD1,8.028187,6.930327,7.6162157,7.4709682,7.0899663,9.614942,9.624813,9.666454,9.69689,9.600569
PLOD3,4.2220254,4.1373863,4.8302097,2.647752,3.0697296,4.940374,4.6698556,5.4643574,5.3023067,4.8316994
PLP1,6.018912,6.2087364,6.0021544,5.9462943,5.552411,5.9374638,5.613773,5.848429,5.992848,5.8906913
PLP2,8.09846,8.049345,8.809844,8.573,7.671916,8.782246,8.430951,8.627253,8.634886,8.623573
PLPBP,4.683066,5.028115,4.3752728,5.318268,5.078902,4.97901,4.7837634,4.7888923,5.3077135,5.087595
PLPP1,3.942065,4.6950393,3.7285876,5.3949485,2.591042,5.9948854,5.768202,5.4226956,6.2015095,5.983107
PLPP2,10.107942,10.244842,10.211394,10.474678,10.2718,10.516487,10.576409,10.681492,11.17373,11.088879
PLPP3,12.113723,11.4103775,12.018687,12.038191,11.437199,13.765876,13.804668,13.906525,13.726264,13.820713
PLPP7,5.567897,5.399811,4.847369,4.6832232,5.806439,5.966777,4.648899,5.06729,5.852255,5.8640714
PLPPR1,7.3865356,5.4846463,5.3331065,4.944426,4.719336,5.045917,4.885227,5.2510824,5.170845,4.5994897
PLPPR2,6.1651397,6.616207,6.689496,7.1501803,6.3629956,7.0278454,6.808963,7.1375666,7.255925,7.1128764
PLRG1,6.5378,6.27109,6.612715,7.04203,6.3870163,6.4994655,6.6991825,6.368664,5.8544164,6.011305
PLSCR1,6.358461,5.8617377,6.3540363,5.379468,6.70491,5.965413,5.2368355,6.0406184,5.9019146,5.5777345
PLSCR4,5.4575515,5.148576,5.8447876,5.952402,6.50393,6.184366,6.1517854,5.8173475,6.8907766,6.7120905
PLTP,7.3700185,7.7787323,7.9686565,7.620892,7.843735,7.3764963,7.6617436,7.5503244,7.5052495,7.400882
PLXDC2,6.2720027,7.42606,6.8662944,6.7745504,7.0456357,6.611638,6.003179,6.325343,6.34452,6.147764
PLXNA1,4.1169615,3.964668,4.662427,5.401873,3.8771968,4.7909718,3.5934992,4.8401833,4.601618,4.4043965
PLXNA2,2.6554887,2.9313414,3.3572268,2.6523626,3.6271405,6.3297677,5.576584,5.2477956,6.9002905,7.2475786
PLXNA3,6.5168047,6.4143286,6.262953,5.9775043,6.412781,6.0762634,4.927584,6.026503,6.253054,6.067136
PLXNA4,6.022893,6.7748566,6.4777775,6.599346,6.9720874,5.990448,5.686323,6.206586,6.2898746,5.81701
PLXNB1,6.2441254,6.976735,7.14084,6.639434,7.1965704,6.3969383,6.663377,6.3229856,7.1124325,6.316865
PLXNB2,5.6995163,6.0335107,5.4419765,6.5215797,6.315533,5.8236594,5.6365657,5.2243495,5.2109833,4.8859115
PLXNB3,8.711984,8.809527,8.934397,9.317581,9.32399,8.733855,9.071059,9.036763,8.797263,8.72323
PLXND1,5.0033293,2.9313414,4.2797394,4.412704,4.428001,5.764961,5.14869,5.5776362,6.084412,6.1841273
PMAIP1,5.044606,5.4782248,4.965576,5.6926713,4.7222414,6.1070504,3.6544402,6.5879908,5.1822915,4.6430936
PMCH,6.3277483,6.381363,6.166729,4.678797,6.1704917,6.050562,5.0048604,4.6384187,5.6184993,5.485515
PMEPA1,6.8695903,6.7331123,7.3260703,7.1504006,7.266691,7.5022426,7.2613015,7.264578,7.604333,7.5438576
PMFBP1,6.834902,6.51651,6.625349,6.5545316,6.9879217,6.0449295,5.5183663,6.291924,6.421999,5.6023602
PML,8.96324,8.764303,8.910276,8.987051,9.022442,10.10573,10.211394,10.209322,10.1460285,10.076528
PMM2,6.148889,6.316763,6.223199,5.152153,5.6734047,6.1150546,5.3052945,5.5897174,5.693021,5.6855574
PMP22,5.9535475,6.1357255,5.7667527,5.7644496,5.9470797,9.351268,9.402604,9.33786,9.597672,9.511449
PMPCA,5.146836,5.288664,5.8669405,5.8682957,4.5456996,5.7177453,5.2428102,5.1189904,5.25288,4.5981784
PMPCB,6.05179,6.3196073,6.587382,6.381232,5.5802364,6.92112,6.4153028,6.6337194,6.848272,6.858667
PMS2,3.785508,4.732729,4.748342,4.210944,3.8086646,5.4309244,5.0751157,5.5878267,5.846224,5.5033374
PMS2P11,3.8616261,2.9313414,3.535297,3.6440663,4.7061105,6.2679057,5.2632504,6.076377,6.6905394,6.646991
PMS2P3,2.4483926,4.8227754,3.4898496,4.755732,4.620169,6.889449,7.0058484,6.530967,6.6241026,7.303536
PMS2P4,5.535989,4.193966,4.189241,5.589285,3.785925,5.081025,4.47453,5.030923,5.181893,5.242082
PMS2P5,4.4570594,4.6944485,5.5885696,5.4171257,5.917644,6.7423105,5.887084,6.614271,7.032366,6.640428
PMS2P7,8.243015,8.480478,8.260238,8.377513,8.2168,8.032555,8.206699,8.016774,7.931523,7.928218
PMS2P9,4.9522333,4.704096,4.7737117,4.5891976,4.3884134,6.0767145,5.3477907,6.1719437,6.5239744,6.39285
PMVK,2.5605936,4.7883205,3.7174704,3.6819968,4.8097267,6.9939756,6.5190334,6.8097243,7.1443176,6.8421173
PNCK,4.4825587,4.8905745,3.2488961,4.240187,6.5120173,5.5239115,7.182536,4.951007,4.567827,4.9490614
PNKDP1,5.0943213,4.9022117,4.460964,5.0026054,3.8311133,5.728804,6.1184983,4.907809,5.2993727,5.0266848
PNLIPRP1,9.892444,9.82529,9.670018,9.531304,10.145009,9.691946,9.38378,9.744375,9.22681,9.695729
PNLIPRP2,5.4361897,6.0984745,6.4000635,5.943252,5.4742455,5.508061,5.9730773,5.926107,5.5376225,4.8800764
PNMA3,5.6441717,5.559508,5.996913,5.7280173,5.6363883,5.71639,7.011821,5.828169,4.7927866,5.981261
PNMA5,5.924353,6.346783,6.6464667,6.7486944,6.421433,6.4287314,6.314672,6.7329698,6.248936,6.4155455
PNMA6E,7.1871033,7.2260094,7.168725,6.9166756,7.5121994,8.083077,7.5859523,8.128276,8.319134,8.435744
PNMA8A,8.640275,8.623573,8.27709,7.9464226,8.745013,7.2841125,7.523144,6.9655495,7.313574,8.032555
PNN,5.540771,5.6356773,4.8403516,4.609786,2.3786294,5.587304,4.729212,4.6307364,5.4798007,5.35586
PNP,7.311215,7.710455,7.387016,7.626779,7.4884224,7.487394,7.1956215,7.5366716,7.220086,7.035916
PNPLA1,8.452081,9.174239,9.048784,8.947335,8.984133,8.460721,8.635547,8.711059,8.502182,8.445177
PNPLA3,5.342961,7.0692067,5.73199,6.0235767,5.8105965,6.677107,6.11116,6.829829,7.447913,7.0066924
PNPLA4,5.885627,5.311426,5.55174,5.2895675,5.425844,5.424571,5.9885774,5.608233,5.764961,5.331027
PNPLA5,6.09549,6.9758368,7.083881,7.160891,7.2534537,7.687042,7.5940547,7.8334994,7.211579,7.525383
PNPLA7,5.2033863,5.6292953,6.1315446,5.4129944,5.9989676,6.658985,7.5166936,6.882877,5.939743,5.9883175
PNRC2,5.0355244,4.91649,5.0987024,4.6585717,4.8059454,5.643414,4.294373,5.657881,6.0989785,5.784287
PNRC2P1,6.3224416,5.3785725,5.4969954,6.1159163,6.257717,6.2411203,5.6407175,5.975398,6.0462613,6.212461
POC1A,6.6905394,7.444821,7.6540623,7.291274,7.06073,7.4638295,7.758508,7.916794,7.2639875,7.5625386
POC1B-AS1,6.9556894,6.5713167,7.078269,6.655633,6.425873,6.1511374,6.0319214,6.3204966,5.947934,5.626062
POC5,4.9082875,4.654048,5.4007945,5.347879,5.460799,5.2752047,4.324118,4.868893,4.5590367,4.465418
PODNL1,7.47026,7.653716,7.5761485,7.8401985,7.6542788,7.217702,7.7339697,7.5006113,7.0886297,7.356676
PODXL,12.585526,12.375728,11.783501,12.510789,12.035234,8.700586,8.725215,8.665094,8.935326,9.034751
POF1B,4.2181163,5.12031,5.6319094,5.149001,5.1669545,6.1043367,5.392568,5.7142925,5.7318153,5.990203
POFUT2,6.292269,7.3396883,7.260906,7.1402583,7.264227,7.105766,7.080189,7.123162,7.432505,7.4709682
POGLUT1,7.5382223,9.087847,7.3121223,7.349625,7.36914,6.953971,6.790804,7.1299925,6.8173213,6.5404015
POGLUT3,7.8401985,7.9537773,8.162416,8.043611,7.868679,7.677959,7.668063,7.795721,7.6678743,7.5768757
POGZ,7.713827,8.309041,8.067995,8.062286,8.295225,6.4013653,6.5335164,6.7964506,6.7598248,6.8275294
POLA1,12.618078,12.585526,12.388049,12.806379,12.406977,11.61285,11.6229315,11.666904,12.071955,11.985898
POLB,6.8933697,5.3136725,4.684784,5.3434334,5.08695,5.687348,4.6756825,5.714365,5.6927967,5.646879
POLD2,7.4075003,7.7468624,8.249856,8.1097975,7.7790794,7.2936764,7.526541,7.5128293,7.1272397,6.8735156
POLD3,5.8486304,5.410475,6.6383443,5.6622562,5.811381,4.755398,4.577119,5.7938194,5.0450134,5.0442314
POLDIP3,7.101166,6.714623,7.0454726,6.989104,7.067697,6.962695,6.779724,6.7514296,6.6732397,6.711448
POLE,5.3920135,5.6588106,5.5509768,6.342065,5.3249283,5.5569773,4.6771894,6.441344,5.392759,5.1361504
POLE2,4.6706257,5.5707183,5.9595404,5.7403955,5.381416,5.5821595,4.88219,6.1415343,5.6442647,4.972691
POLE4,7.1229386,7.67309,7.0597897,7.6073823,7.177684,7.2581406,6.426576,6.8914566,6.9462547,6.940326
POLG,3.779426,4.05055,4.775266,4.390619,3.6609912,6.0756187,5.3708444,5.9724026,6.101271,6.315345
POLH,5.637436,6.2925034,5.6519938,5.219992,6.3673224,5.5842743,4.9039564,5.108357,5.6364703,5.653365
POLI,7.5123534,7.6866136,7.952338,7.736874,8.004488,7.456068,7.7687573,7.6323314,7.5644865,7.5128293
POLK,6.7154455,6.4033337,6.288338,6.450203,6.136365,6.342065,6.2554145,6.658697,6.4176006,6.421999
POLM,4.9737515,5.70205,4.4852223,5.732635,4.9924164,6.1068134,6.1679883,5.8695965,6.2751627,6.3190155
POLQ,10.957583,10.766959,10.880344,10.494496,10.753609,12.388049,12.436647,12.561529,12.178518,12.240388
POLR1D,8.856521,9.194823,8.89149,9.171238,8.2033415,10.294045,10.046315,9.999065,10.139004,10.088229
POLR2A,5.1419706,5.241431,5.005186,5.412635,5.395326,4.92672,4.00159,5.1673136,5.5471554,5.089759
POLR2B,6.9663434,6.554116,6.9176087,6.8421173,6.308978,8.31091,8.091217,8.172624,8.296806,8.202112
POLR2C,6.111841,6.239511,6.056069,5.4822125,6.1944184,9.077263,8.873967,8.895406,9.069927,9.194823
POLR2G,5.2097354,4.726066,4.2111964,4.250406,3.156448,6.082505,5.5155888,6.1521764,6.3324304,6.2978277
POLR2K,5.9496813,5.3311,6.3947086,5.9218674,5.528966,7.375122,7.063074,7.118715,7.3005347,7.4696355
POLR2L,7.121426,7.0385275,6.7598248,6.9531713,6.5784717,7.4825916,6.4856524,7.22137,7.0953474,6.925992
POLR2M,3.124401,4.1135135,4.506424,3.546211,4.2240424,5.1153355,5.4376903,4.7306166,5.794609,6.0434155
POLR3B,6.3297677,6.7661214,6.7678323,6.4119673,6.808469,7.297187,7.237228,7.304389,7.7120104,7.6651187
POLR3C,8.647942,7.997808,7.6961455,7.7914305,7.8441486,6.984504,7.1584835,6.7863293,6.6842494,7.2279224
POLR3D,7.3887033,7.5936027,6.882079,6.9821706,7.3539114,5.3922625,5.526247,5.3064995,5.608365,5.768903
POLR3GL,8.791171,8.247221,8.436847,8.06355,8.767125,8.166045,8.57066,8.11916,8.105602,8.47406
POLR3K,8.626979,8.464868,8.416488,8.655044,8.493878,8.408139,8.248129,8.171226,8.102712,8.132794
POLRMT,2.6498337,2.9313414,2.7573516,2.431473,4.328021,4.9531145,4.7345233,5.0013247,5.541911,5.3871555
POLRMTP1,5.497443,5.458323,5.9448013,5.511335,5.50677,6.5565186,5.78067,6.3995633,6.3723016,6.6640162
POM121L12,8.597815,8.733365,8.6313925,8.568526,8.439487,7.8302,7.5794516,7.919006,7.9244204,7.7723436
POM121L2,6.464159,6.06443,5.918819,5.984065,6.4928236,4.882572,6.3768587,5.2475166,5.130296,6.2639933
POM121L9P,6.012854,6.674245,6.544683,6.4747066,6.5884523,6.1382246,6.305301,6.032037,5.9824033,6.018302
POMC,7.1179338,7.3012443,7.54871,7.002018,7.780321,7.0914116,7.107543,6.8693166,7.5100427,7.592697
POMGNT1,6.565682,6.561549,6.756395,6.8398304,6.1428394,6.5348864,6.7834525,6.7261415,6.0457087,6.308725
POMGNT2,5.8059154,5.9777236,5.974625,5.5367737,5.366242,5.232772,4.029721,5.4040947,5.114306,4.4454827
POMP,8.700912,8.205405,8.215226,8.140699,7.9292054,8.8006315,8.675724,8.564251,8.475152,8.228597
POMT1,6.1053123,5.090874,4.998323,2.6819668,5.225665,5.0876603,7.4357114,4.9215703,4.5189476,5.2868595
POMT2,9.213926,4.391337,5.962599,5.1666965,5.2515807,5.3754334,4.5888615,5.497132,5.317013,4.957364
